person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_income_orig,loan_amnt_orig,person_gender_male,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,approx_emi,balance_income,dti,credit_age_ratio,income_exp_ratio,log_person_income,log_loan_amnt
24.0,70776.0,5,5000.0,13.24,0.07,4.0,574,1,0,70776.0,5000.0,1,1,0,0,0,0,0,1,0,1,0,0,0,662.0,70114.0,0.07064441838450344,0.16,11796.0,11.167289368146712,8.517393171418904
24.0,70652.0,1,5000.0,7.49,0.07,2.0,675,0,0,70652.0,5000.0,0,1,0,0,0,0,0,1,0,0,1,0,0,374.50000000000006,70277.5,0.07076840332328423,0.08,35326.0,11.165535850056163,8.517393171418904
22.0,70478.0,0,5000.0,13.85,0.07,2.0,593,0,0,70478.0,5000.0,0,1,0,0,0,0,0,1,0,0,0,1,0,692.4999999999999,69785.5,0.07094311780814143,0.08695652173913043,70478.0,11.163070072087157,8.517393171418904
23.0,55137.0,0,7200.0,11.86,0.13,2.0,616,1,0,55137.0,7200.0,1,0,0,0,0,0,0,0,0,0,1,0,0,853.92,54283.08,0.1305814501795495,0.08333333333333333,55137.0,10.917594412610574,8.881975184248867
21.0,55078.0,0,4500.0,7.14,0.08,2.0,658,1,0,55078.0,4500.0,0,0,0,1,0,0,0,0,0,0,1,0,0,321.29999999999995,54756.7,0.08170082971731513,0.09090909090909091,55078.0,10.916523797267468,8.412054873292933
25.0,55050.0,1,5000.0,7.88,0.09,3.0,581,0,0,55050.0,5000.0,1,0,0,0,1,0,0,0,0,0,1,0,0,394.0,54656.0,0.09082487148280685,0.11538461538461539,27525.0,10.916015307290108,8.517393171418904
23.0,70483.0,0,5000.0,13.16,0.07,3.0,695,0,0,70483.0,5000.0,1,1,0,0,0,0,0,1,0,0,0,1,0,658.0,69825.0,0.07093808523920322,0.125,70483.0,11.163141012688621,8.517393171418904
24.0,54840.0,0,5000.0,11.01,0.09,4.0,649,1,0,54840.0,5000.0,1,0,0,1,0,0,0,0,1,0,0,0,0,550.5,54289.5,0.09117266278878941,0.16,54840.0,10.912193368375059,8.517393171418904
24.0,55057.0,2,6000.0,7.88,0.11,3.0,698,1,0,55057.0,6000.0,1,0,0,1,0,0,0,0,0,0,0,0,1,472.79999999999995,54584.2,0.10897598895709978,0.12,18352.333333333332,10.916142454026694,8.699681400989514
21.0,55083.0,0,5000.0,7.14,0.09,4.0,694,0,0,55083.0,5000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,356.99999999999994,54726.0,0.09077045966160772,0.18181818181818182,55083.0,10.916614571847017,8.517393171418904
25.0,70772.0,0,5000.0,6.17,0.07,4.0,661,1,0,70772.0,5000.0,0,1,0,0,0,0,0,1,0,0,0,0,0,308.5,70463.5,0.07064841111723397,0.15384615384615385,70772.0,11.167232851014942,8.517393171418904
22.0,71359.0,4,5000.0,12.29,0.07,3.0,673,0,0,71359.0,5000.0,1,0,0,1,0,0,0,1,0,0,0,0,1,614.5,70744.5,0.07006726457399103,0.13043478260869565,14271.8,11.17549276725389,8.517393171418904
26.0,55011.0,1,4000.0,14.35,0.07,2.0,652,0,0,55011.0,4000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,574.0,54437.0,0.0727114084199811,0.07407407407407407,27505.5,10.9153066222346,8.294299608857235
24.0,71912.0,4,5000.0,7.29,0.07,3.0,540,1,0,71912.0,5000.0,0,1,0,0,0,0,0,1,0,1,0,0,0,364.50000000000006,71547.5,0.06952845799785852,0.12,14382.4,11.183212334041519,8.517393171418904
25.0,71347.0,1,5000.0,14.84,0.07,2.0,627,1,0,71347.0,5000.0,0,1,0,0,0,0,0,1,1,0,0,0,0,742.0,70605.0,0.0700790491674609,0.07692307692307693,35673.5,11.175324591678194,8.517393171418904
22.0,64393.0,1,5000.0,14.59,0.08,4.0,595,0,1,64393.0,5000.0,1,1,0,0,0,0,0,1,0,0,1,0,0,729.5,63663.5,0.07764698574401342,0.17391304347826086,32196.5,11.072775740050202,8.517393171418904
21.0,55066.0,1,18000.0,7.88,0.33,4.0,563,1,0,55066.0,18000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1418.3999999999999,53647.6,0.32687453465778055,0.18181818181818182,27533.0,10.916305904651349,9.798182590890704
26.0,72196.0,2,5000.0,9.32,0.07,3.0,592,1,0,72196.0,5000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,466.0,71730.0,0.06925495519204398,0.1111111111111111,24065.333333333332,11.187153772771103,8.517393171418904
26.0,64660.0,7,5000.0,15.95,0.08,2.0,669,0,1,64660.0,5000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,797.5,63862.5,0.07732636365042297,0.07407407407407407,8082.5,11.076913516671743,8.517393171418904
22.0,72058.0,0,5000.0,11.48,0.07,4.0,602,0,0,72058.0,5000.0,1,1,0,0,0,0,0,1,0,0,0,0,1,574.0,71484.0,0.0693875851732608,0.17391304347826086,72058.0,11.18524050688134,8.517393171418904
21.0,72666.0,0,5000.0,11.36,0.07,3.0,639,0,0,72666.0,5000.0,0,1,0,0,0,0,0,1,0,0,0,1,0,568.0,72098.0,0.06880702382099164,0.13636363636363635,72666.0,11.193642640248559,8.517393171418904
24.0,55228.0,3,1500.0,11.01,0.03,2.0,668,0,0,55228.0,1500.0,1,0,0,0,1,0,0,0,0,0,1,0,0,165.15,55062.85,0.02715964438972279,0.08,13807.0,10.919243456629559,7.313886831633462
22.0,55212.0,0,15000.0,11.36,0.27,2.0,658,1,0,55212.0,15000.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1704.0,53508.0,0.27167514896854,0.08695652173913043,55212.0,10.918953711784086,9.61587214452889
23.0,55342.0,2,5000.0,6.76,0.09,3.0,680,1,0,55342.0,5000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,337.99999999999994,55004.0,0.09034566250474314,0.125,18447.333333333332,10.921305462207695,8.517393171418904
26.0,54849.0,4,1500.0,6.76,0.03,4.0,701,0,0,54849.0,1500.0,1,1,0,0,0,0,0,0,0,0,0,1,0,101.39999999999999,54747.6,0.027347310847766638,0.14814814814814814,10969.8,10.912357465703376,7.313886831633462
23.0,73240.0,3,5000.0,13.49,0.07,2.0,622,1,0,73240.0,5000.0,1,0,0,0,0,0,0,1,1,0,0,0,0,674.5,72565.5,0.06826777351483458,0.08333333333333333,18310.0,11.20151065243636,8.517393171418904
22.0,65660.0,0,5000.0,17.27,0.08,2.0,539,0,1,65660.0,5000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,863.5,64796.5,0.07614870318758471,0.08695652173913043,65660.0,11.092260420912195,8.517393171418904
21.0,54865.0,0,8000.0,7.51,0.15,4.0,671,0,0,54865.0,8000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,600.8,54264.2,0.14580979112747422,0.18181818181818182,54865.0,10.91264912781489,8.987321812850125
23.0,73033.0,1,5000.0,16.49,0.07,2.0,575,1,0,73033.0,5000.0,1,0,0,0,0,0,0,1,0,0,0,0,1,824.5,72208.5,0.06846126461648,0.08333333333333333,36516.5,11.198680365125727,8.517393171418904
24.0,73017.0,5,5000.0,13.99,0.07,2.0,697,1,0,73017.0,5000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,699.5,72317.5,0.06847626612616067,0.08,12169.5,11.19846126507829,8.517393171418904
24.0,54819.0,3,4200.0,7.14,0.08,2.0,678,0,0,54819.0,4200.0,0,0,0,0,1,0,0,0,0,1,0,0,0,299.87999999999994,54519.12,0.07661437431594309,0.08,13704.75,10.911810369856777,8.343077871169383
23.0,72850.0,4,5000.0,6.99,0.07,3.0,716,0,0,72850.0,5000.0,1,0,0,0,1,0,0,1,0,0,0,0,0,349.5,72500.5,0.06863323770435546,0.125,14570.0,11.196171538365103,8.517393171418904
21.0,72617.0,1,5000.0,8.49,0.07,4.0,643,1,0,72617.0,5000.0,1,0,0,1,0,0,0,1,0,0,1,0,0,424.5,72192.5,0.06885345231209893,0.18181818181818182,36308.5,11.192968103966658,8.517393171418904
26.0,73094.0,5,5000.0,10.99,0.07,2.0,663,1,0,73094.0,5000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,549.5,72544.5,0.06840413160954922,0.07407407407407407,12182.333333333334,11.199515243945717,8.517393171418904
23.0,73467.0,2,5000.0,11.01,0.07,3.0,559,1,0,73467.0,5000.0,1,0,0,1,0,0,0,1,0,0,0,0,0,550.5,72916.5,0.06805684107366472,0.125,24489.0,11.204605216248426,8.517393171418904
21.0,55080.0,0,10000.0,7.51,0.18,2.0,652,1,0,55080.0,10000.0,1,0,0,1,0,0,0,0,0,0,0,1,0,751.0,54329.0,0.1815508069933371,0.09090909090909091,55080.0,10.916560108088095,9.210440366976517
23.0,73438.0,0,5000.0,6.91,0.07,4.0,620,1,0,73438.0,5000.0,0,1,0,0,0,0,0,1,0,0,0,0,1,345.5,73092.5,0.06808371573687005,0.16666666666666666,73438.0,11.204210408643931,8.517393171418904
25.0,72829.0,0,5000.0,15.57,0.07,4.0,613,0,0,72829.0,5000.0,1,0,0,1,0,0,0,1,0,1,0,0,0,778.5,72050.5,0.06865302759851709,0.15384615384615385,72829.0,11.19588323721196,8.517393171418904
22.0,54848.0,0,3300.0,10.99,0.06,3.0,493,1,0,54848.0,3300.0,1,0,0,0,0,0,0,0,1,0,0,0,0,362.67,54485.33,0.0601651807690204,0.13043478260869565,54848.0,10.912339233996615,8.101980731853192
22.0,66001.0,0,5000.0,6.54,0.08,3.0,628,0,1,66001.0,5000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,327.0,65674.0,0.07575528014302597,0.13043478260869565,66001.0,11.097440323579738,8.517393171418904
26.0,73230.0,3,5000.0,7.14,0.07,2.0,665,1,0,73230.0,5000.0,1,1,0,0,0,0,0,1,0,0,0,1,0,356.99999999999994,72873.0,0.06827709576545452,0.07407407407407407,18307.5,11.201374107567505,8.517393171418904
23.0,72935.0,0,5000.0,13.98,0.07,2.0,598,0,0,72935.0,5000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,699.0,72236.0,0.06855325216628277,0.08333333333333333,72935.0,11.197337623264739,8.517393171418904
24.0,47586.0,3,16000.0,14.22,0.34,4.0,672,0,1,47586.0,16000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,2275.2,45310.8,0.33622628028663293,0.16,11896.5,10.770314893674692,9.680406499268875
23.0,55004.0,3,14500.0,13.48,0.26,2.0,634,1,0,55004.0,14500.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1954.6000000000001,53049.4,0.2636123988728297,0.08333333333333333,13751.0,10.915179369173536,9.581972891547895
22.0,72829.0,0,5000.0,14.22,0.07,4.0,522,1,0,72829.0,5000.0,1,0,0,0,0,0,0,1,0,0,0,1,0,711.0,72118.0,0.06865302759851709,0.17391304347826086,72829.0,11.19588323721196,8.517393171418904
25.0,55301.0,0,10400.0,10.25,0.19,3.0,635,0,0,55301.0,10400.0,1,0,0,1,0,0,1,0,0,0,0,0,1,1066.0,54235.0,0.18805829807240246,0.11538461538461539,55301.0,10.92056435322172,9.249657234353133
22.0,65705.0,0,5000.0,16.35,0.08,3.0,665,0,1,65705.0,5000.0,0,0,0,0,1,0,0,1,1,0,0,0,0,817.5,64887.5,0.0760965513042949,0.13043478260869565,65705.0,11.092945524503815,8.517393171418904
23.0,65489.0,0,5000.0,12.84,0.08,2.0,665,0,1,65489.0,5000.0,0,1,0,0,0,0,0,1,1,0,0,0,0,641.9999999999999,64847.0,0.07634753397465262,0.08333333333333333,65489.0,11.089652738212099,8.517393171418904
22.0,55032.0,0,5000.0,13.48,0.09,4.0,538,1,0,55032.0,5000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,674.0,54358.0,0.0908545781621936,0.17391304347826086,55032.0,10.915688284286576,8.517393171418904
24.0,74382.0,2,5000.0,11.01,0.07,2.0,544,1,0,74382.0,5000.0,0,0,0,0,0,0,0,1,0,1,0,0,0,550.5,73831.5,0.06721966040627562,0.08,24794.0,11.216982700088654,8.517393171418904
22.0,74173.0,0,5000.0,9.99,0.07,2.0,525,1,0,74173.0,5000.0,0,0,0,1,0,0,0,1,0,0,1,0,0,499.5,73673.5,0.0674090651710842,0.08695652173913043,74173.0,11.214168963436867,8.517393171418904
24.0,54942.0,6,13000.0,10.62,0.24,2.0,622,1,0,54942.0,13000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,1380.6,53561.4,0.236608849170959,0.08,7848.857142857143,10.914051563182127,9.472781556562168
24.0,54640.0,1,1275.0,11.36,0.02,4.0,478,1,0,54640.0,1275.0,0,0,0,0,0,0,0,0,1,0,0,0,0,144.84,54495.16,0.023334126388609287,0.16,27320.0,10.90853979568774,7.151485463904735
22.0,74003.0,1,5000.0,7.66,0.07,3.0,617,1,0,74003.0,5000.0,1,0,0,0,0,0,0,1,0,0,0,0,1,383.0,73620.0,0.06756391546402897,0.13043478260869565,37001.5,11.211874424779493,8.517393171418904
25.0,75146.0,4,5000.0,7.49,0.07,3.0,665,0,0,75146.0,5000.0,0,0,0,1,0,0,0,1,1,0,0,0,0,374.50000000000006,74771.5,0.06653625560567954,0.11538461538461539,15029.2,11.227201474224609,8.517393171418904
25.0,75312.0,6,5000.0,11.01,0.07,2.0,663,0,0,75312.0,5000.0,0,1,0,0,0,0,0,1,0,0,0,0,0,550.5,74761.5,0.06638960073294119,0.07692307692307693,10758.857142857143,11.229408041649222,8.517393171418904
22.0,75845.0,1,5000.0,12.69,0.07,3.0,646,1,0,75845.0,5000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,634.4999999999999,75210.5,0.06592305461065844,0.13043478260869565,37922.5,11.236460247723613,8.517393171418904
25.0,75749.0,2,5000.0,7.51,0.07,2.0,619,1,0,75749.0,5000.0,1,1,0,0,0,0,0,1,0,0,0,0,1,375.5,75373.5,0.066006600660066,0.07692307692307693,25249.666666666668,11.235193723371616,8.517393171418904
25.0,76674.0,3,5000.0,10.74,0.07,3.0,638,1,0,76674.0,5000.0,1,0,0,0,0,0,0,1,0,1,0,0,0,537.0,76137.0,0.06521030322791001,0.11538461538461539,19168.5,11.247330988982453,8.517393171418904
23.0,76580.0,0,5000.0,13.23,0.07,4.0,665,0,0,76580.0,5000.0,1,1,0,0,0,0,0,1,1,0,0,0,0,661.5,75918.5,0.06529034616941538,0.16666666666666666,76580.0,11.246104283185776,8.517393171418904
22.0,76516.0,0,5000.0,7.74,0.07,3.0,659,0,0,76516.0,5000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,387.0,76129.0,0.0653449560228446,0.13043478260869565,76516.0,11.24526821734915,8.517393171418904
23.0,54905.0,0,14500.0,11.48,0.26,2.0,626,1,0,54905.0,14500.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1664.6,53240.4,0.26408771354678906,0.08333333333333333,54905.0,10.913377911143433,9.581972891547895
24.0,76857.0,0,5000.0,9.32,0.07,4.0,621,1,0,76857.0,5000.0,0,0,0,0,1,0,0,1,1,0,0,0,0,466.0,76391.0,0.06505503656093055,0.16,76857.0,11.249714842442778,8.517393171418904
23.0,77300.0,0,5000.0,9.99,0.06,4.0,680,1,0,77300.0,5000.0,1,0,0,0,0,0,0,1,1,0,0,0,0,499.5,76800.5,0.06468221627145833,0.16666666666666666,77300.0,11.255462171102444,8.517393171418904
25.0,77724.0,0,5000.0,15.33,0.06,4.0,703,0,0,77724.0,5000.0,0,0,0,0,1,0,0,1,1,0,0,0,0,766.5,76957.5,0.0643293663557414,0.15384615384615385,77724.0,11.260932234926955,8.517393171418904
25.0,54832.0,5,6000.0,11.83,0.11,2.0,626,1,0,54832.0,6000.0,1,0,0,1,0,0,0,0,1,0,0,0,0,709.8000000000001,54122.2,0.10942315758758411,0.07692307692307693,9138.666666666666,10.912047481473621,8.699681400989514
24.0,78386.0,2,5000.0,11.86,0.06,2.0,643,1,0,78386.0,5000.0,0,0,0,0,1,0,0,1,0,0,0,0,1,593.0,77793.0,0.0637860869787082,0.08,26128.666666666668,11.269413376262921,8.517393171418904
21.0,78108.0,0,5000.0,6.03,0.06,4.0,621,1,0,78108.0,5000.0,1,0,0,0,1,0,0,1,0,0,0,1,0,301.5,77806.5,0.06401310988490443,0.18181818181818182,78108.0,11.265860566064319,8.517393171418904
26.0,54739.0,8,4000.0,13.92,0.07,2.0,703,1,0,54739.0,4000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,556.8,54182.2,0.0730727073438071,0.07407407407407407,6082.111111111111,10.91034998259467,8.294299608857235
24.0,78249.0,2,5000.0,7.9,0.06,4.0,669,0,0,78249.0,5000.0,0,1,0,0,0,0,0,1,0,0,0,0,0,395.0,77854.0,0.06389776357827476,0.16,26083.0,11.2676641084024,8.517393171418904
25.0,55086.0,4,10000.0,12.87,0.18,2.0,684,1,0,55086.0,10000.0,1,1,0,0,0,0,1,0,0,0,0,1,0,1286.9999999999998,53799.0,0.1815310327300452,0.07692307692307693,11017.2,10.916669032639797,9.210440366976517
23.0,55020.0,0,3000.0,7.05,0.05,3.0,630,0,0,55020.0,3000.0,1,0,0,1,0,0,0,0,0,0,0,1,0,211.49999999999997,54808.5,0.05452463604805438,0.125,55020.0,10.915470209522413,8.006700845440367
26.0,78922.0,7,5000.0,5.99,0.06,3.0,605,1,0,78922.0,5000.0,1,1,0,0,0,0,0,1,0,0,0,1,0,299.5,78622.5,0.06335288825817569,0.1111111111111111,9865.25,11.27622797259197,8.517393171418904
22.0,79111.0,2,5000.0,11.49,0.06,3.0,592,1,0,79111.0,5000.0,0,0,0,1,0,0,0,1,1,0,0,0,0,574.5,78536.5,0.06320153706138133,0.13043478260869565,26370.333333333332,11.278619848949827,8.517393171418904
25.0,72001.0,3,5000.0,15.62,0.07,3.0,615,0,1,72001.0,5000.0,0,0,0,1,0,0,0,1,0,0,1,0,0,781.0,71220.0,0.06944251548568095,0.11538461538461539,18000.25,11.184449175390174,8.517393171418904
22.0,55233.0,0,4000.0,11.83,0.07,3.0,612,1,0,55233.0,4000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,473.2,54759.8,0.07241916211029438,0.13043478260869565,55233.0,10.919333984679737,8.294299608857235
25.0,54652.0,5,4000.0,8.59,0.07,3.0,638,0,0,54652.0,4000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,343.6,54308.4,0.07318902896455821,0.11538461538461539,9108.666666666666,10.908759386883016,8.294299608857235
22.0,55161.0,0,7000.0,8.94,0.13,3.0,634,1,0,55161.0,7000.0,1,0,0,1,0,0,0,0,0,0,0,0,1,625.8,54535.2,0.12689895217722344,0.13043478260869565,55161.0,10.918029589408013,8.853808274977197
23.0,47622.0,2,16000.0,14.26,0.34,3.0,634,0,1,47622.0,16000.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2281.6,45340.4,0.3359721143145119,0.125,15874.0,10.771071116796541,9.680406499268875
25.0,54828.0,3,5950.0,7.74,0.11,2.0,693,0,0,54828.0,5950.0,1,0,0,0,0,0,0,0,0,0,1,0,0,460.53,54367.47,0.10851921428441154,0.07692307692307693,13707.0,10.911974530041006,8.691314551644853
23.0,78996.0,0,5000.0,5.42,0.06,2.0,665,1,0,78996.0,5000.0,1,1,0,0,0,0,0,1,0,0,0,0,1,271.0,78725.0,0.06329354279276428,0.08333333333333333,78996.0,11.277165156044557,8.517393171418904
22.0,54868.0,3,14550.0,11.83,0.27,4.0,588,1,0,54868.0,14550.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1721.265,53146.735,0.2651770580837996,0.17391304347826086,13717.0,10.91270380499174,9.585414998760278
23.0,79125.0,2,5000.0,13.98,0.06,2.0,610,1,0,79125.0,5000.0,0,0,0,1,0,0,0,1,0,0,1,0,0,699.0,78426.0,0.06319035462427015,0.08333333333333333,26375.0,11.278796797597263,8.517393171418904
22.0,54993.0,0,8000.0,12.53,0.15,3.0,603,1,0,54993.0,8000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1002.4,53990.6,0.14547041495435867,0.13043478260869565,54993.0,10.914979367354672,8.987321812850125
21.0,71970.0,0,5000.0,14.22,0.07,3.0,716,0,1,71970.0,5000.0,1,1,0,0,0,0,0,1,0,0,1,0,0,711.0,71259.0,0.06947242639396424,0.13636363636363635,71970.0,11.184018539083658,8.517393171418904
25.0,54897.0,2,3200.0,7.74,0.06,3.0,661,1,0,54897.0,3200.0,0,1,0,0,0,0,0,0,0,0,0,0,0,247.67999999999998,54649.32,0.05828991948704871,0.11538461538461539,18299.0,10.913232196961543,8.071218539969863
26.0,54828.0,3,1500.0,7.05,0.03,2.0,688,1,0,54828.0,1500.0,1,0,0,1,0,0,0,0,0,0,0,0,0,105.74999999999999,54722.25,0.027357785113717194,0.07407407407407407,13707.0,10.911974530041006,7.313886831633462
23.0,55019.0,0,9925.0,11.48,0.18,2.0,592,1,0,55019.0,9925.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1139.39,53879.61,0.18038894947291895,0.08333333333333333,55019.0,10.915452034478566,9.202912856147385
24.0,78799.0,1,5000.0,10.25,0.06,2.0,592,0,0,78799.0,5000.0,1,1,0,0,0,0,0,1,0,1,0,0,0,512.5,78286.5,0.06345177664974619,0.08,39399.5,11.27466827584597,8.517393171418904
23.0,79122.0,0,5000.0,13.47,0.06,2.0,636,1,0,79122.0,5000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,673.5000000000001,78448.5,0.06319275052765946,0.08333333333333333,79122.0,11.278758882665727,8.517393171418904
22.0,71781.0,2,5000.0,11.11,0.07,3.0,642,0,1,71781.0,5000.0,1,0,0,0,1,0,0,1,1,0,0,0,0,555.5,71225.5,0.06965534535120226,0.13043478260869565,23927.0,11.181389027227896,8.517393171418904
23.0,54831.0,0,8000.0,12.84,0.15,2.0,654,0,0,54831.0,8000.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1027.1999999999998,53803.8,0.14590020426028597,0.08333333333333333,54831.0,10.91202924411439,8.987321812850125
25.0,54583.0,7,2700.0,11.01,0.05,4.0,621,1,0,54583.0,2700.0,0,0,0,0,1,0,0,0,0,1,0,0,0,297.27,54285.73,0.0494650447017441,0.15384615384615385,6822.875,10.90749607849526,7.901377353792616
23.0,47696.0,1,8000.0,14.11,0.17,3.0,647,0,1,47696.0,8000.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1128.8,46567.2,0.1677254334654171,0.125,23848.0,10.772623781816819,8.987321812850125
23.0,55174.0,2,10000.0,12.21,0.18,2.0,720,0,0,55174.0,10000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1221.0000000000002,53953.0,0.18124150430448574,0.08333333333333333,18391.333333333332,10.918265231124938,9.210440366976517
23.0,54848.0,0,7000.0,9.63,0.13,3.0,626,1,0,54848.0,7000.0,1,0,0,0,0,0,1,0,0,0,1,0,0,674.1,54173.9,0.12762311072216448,0.125,54848.0,10.912339233996615,8.853808274977197
22.0,54936.0,2,5000.0,8.0,0.09,3.0,677,0,0,54936.0,5000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,400.0,54536.0,0.09101334255601871,0.13043478260869565,18312.0,10.913942353134694,8.517393171418904
23.0,80199.0,0,5000.0,10.39,0.06,3.0,666,1,0,80199.0,5000.0,1,0,0,0,1,0,0,1,0,0,0,0,1,519.5,79679.5,0.06234413965087282,0.125,80199.0,11.292278793854607,8.517393171418904
26.0,54790.0,5,12000.0,11.01,0.22,3.0,595,1,0,54790.0,12000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1321.2,53468.8,0.21901407165410378,0.1111111111111111,9131.666666666666,10.911281225871654,9.392745258631441
24.0,55063.0,3,9200.0,11.89,0.17,3.0,597,1,0,55063.0,9200.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1093.88,53969.12,0.1670783088769432,0.12,13765.75,10.916251424078201,9.127067452782361
26.0,55327.0,2,4325.0,11.01,0.08,4.0,722,0,0,55327.0,4325.0,1,0,0,0,0,0,0,0,0,0,1,0,0,476.1825,54850.8175,0.07817018507807981,0.14814814814814814,18442.333333333332,10.921034388483017,8.372398606513004
24.0,47874.0,0,12000.0,14.11,0.25,2.0,631,0,1,47874.0,12000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1693.2,46180.8,0.2506527415143603,0.08,47874.0,10.776348726482947,9.392745258631441
24.0,81528.0,0,5000.0,11.01,0.06,4.0,627,0,0,81528.0,5000.0,0,0,0,0,1,0,0,1,1,0,0,0,0,550.5,80977.5,0.061327871064283876,0.16,81528.0,11.308714064157964,8.517393171418904
22.0,82279.0,0,5000.0,7.74,0.06,4.0,655,1,0,82279.0,5000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,387.0,81892.0,0.060768108896451144,0.17391304347826086,82279.0,11.317883343766894,8.517393171418904
26.0,81951.0,1,5000.0,12.18,0.06,3.0,648,1,0,81951.0,5000.0,0,1,0,0,0,0,0,1,0,0,1,0,0,609.0,81342.0,0.061011323701679034,0.1111111111111111,40975.5,11.313888988999253,8.517393171418904
25.0,55533.0,6,17000.0,11.89,0.31,2.0,616,1,0,55533.0,17000.0,0,1,0,0,0,0,0,0,0,0,0,0,1,2021.3000000000002,53511.7,0.30611877408434474,0.07692307692307693,7933.285714285715,10.924750724776633,9.741027444837728
23.0,81891.0,2,5000.0,11.86,0.06,4.0,663,0,0,81891.0,5000.0,1,0,0,0,1,0,0,1,0,0,0,1,0,593.0,81298.0,0.06105602500854784,0.16666666666666666,27297.0,11.31315658497247,8.517393171418904
24.0,55294.0,4,3600.0,11.01,0.07,2.0,669,0,0,55294.0,3600.0,0,1,0,0,0,0,0,0,0,0,0,0,1,396.36,54897.64,0.06510534406365856,0.08,11058.8,10.92043776750946,8.188966863648876
23.0,54909.0,1,16750.0,12.53,0.31,3.0,646,1,0,54909.0,16750.0,1,0,0,0,0,0,0,0,1,0,0,0,0,2098.775,52810.225,0.30504461846658165,0.125,27454.5,10.913450760272918,9.726213236963687
26.0,55117.0,8,7750.0,12.53,0.14,4.0,630,1,0,55117.0,7750.0,0,0,0,1,0,0,0,0,0,0,1,0,0,971.0749999999999,54145.925,0.140607424071991,0.14814814814814814,6124.111111111111,10.917231620558995,8.955577146281511
22.0,82543.0,2,5000.0,9.99,0.06,3.0,667,0,0,82543.0,5000.0,1,0,0,0,0,0,0,1,0,0,0,1,0,499.5,82043.5,0.06057375460360535,0.13043478260869565,27514.333333333332,11.32108676348443,8.517393171418904
24.0,83361.0,0,5000.0,10.99,0.06,2.0,589,0,0,83361.0,5000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,549.5,82811.5,0.05997936709771839,0.08,83361.0,11.33094784902184,8.517393171418904
23.0,77523.0,0,5000.0,15.99,0.06,2.0,636,0,1,77523.0,5000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,799.5000000000001,76723.5,0.06449615602910067,0.08333333333333333,77523.0,11.258342844820639,8.517393171418904
24.0,84859.0,0,5000.0,10.38,0.06,4.0,644,0,0,84859.0,5000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,519.0,84340.0,0.05892057506481263,0.16,84859.0,11.348758118756315,8.517393171418904
25.0,85177.0,1,5000.0,11.71,0.06,3.0,718,0,0,85177.0,5000.0,1,0,0,1,0,0,0,1,1,0,0,0,0,585.5,84591.5,0.05870060344220339,0.11538461538461539,42588.5,11.352498463511484,8.517393171418904
26.0,84603.0,3,5000.0,11.01,0.06,3.0,671,0,0,84603.0,5000.0,1,0,0,0,1,0,0,1,0,0,0,1,0,550.5,84052.5,0.05909886057396813,0.1111111111111111,21150.75,11.345736825800465,8.517393171418904
